Hospital,Billing Amount
Ramirez-Decker,38644.30082971788
Cruz-Gibson,38643.14547395168
"Mitchell Newton, Fisher and",38641.07590340152
"Kim, and Young Berry",38639.80991503161
"and Thomas Robinson Lopez,",38634.42501403547
"and Welch Smith, Thomas",38631.145324477344
Dorsey-Black,38630.956589326495
Sons and Walsh,38630.93973936517
"Knight and Collins Jackson,",38629.26503777687
"and Allen, Gonzales Johnston",38629.21752077459
"and Wilson Jones Velez,",38628.63441996896
Young-Byrd,38627.4731973787
Simmons-Horton,38624.04630588432
Wood-Powell,38622.97102600464
Roberts-Williams,38621.76783265183
Walker-Baker,38621.1072483292
"Garcia Nolan, Thomas and",38620.983211736544
Dunn-Wall,38620.52363593539
Robles-Davies,38620.13742301791
Adkins-Jackson,38618.10909423359
"Holden Combs Jones, and",38617.93071809865
Thomas-Thompson,38616.82347719397
"and Washington, Henderson Esparza",38611.393331397805
"Jackson, and Dorsey Simpson",38611.00291141849
"Hull, and Chapman Jones",38607.75418187891
Rosales-Johnson,38606.963796832526
Richardson and Sons,38606.48023986808
Miller-Patterson,38604.98475043284
LLC Joyce,38604.10140079519
"Jones, Cooper Knight and",38601.78198955085
and Sons Trujillo,38598.475298861726
"and Cox, Ortiz Savage",38597.798831069806
Hunter-Guzman,38596.224814613255
"and Williams Garza, Herman",38594.42482008526
"and Wells, Thomas Kline",38588.9725626126
"and Davis Hoffman, Moore",38587.05808239076
"Miller, and Mcgee Ball",38586.9036512943
Hobbs Group,38586.01474947822
"Taylor, and Greer Duncan",38581.69782669688
Chapman-Barnett,38579.43468361073
Allison-Cameron,38578.53614823904
"Rodriguez and Mullen, Cummings",38576.26869202512
"Bernard and Perez, Miller",38575.92300015806
Bullock-Chen,38575.67782968335
Chandler LLC,38573.10110302764
"Smith and Rose Rivera,",38570.126407427975
Villarreal-Rivera,38568.63687161145
Bush Group,38565.66705644843
LLC Singleton,38563.51204750787
"Wilson and Erickson, Miller",38561.386429384045
"Olson Mendez Brewer, and",38555.712429725696
Meyers-Holden,38555.68620946692
Brown-Beck,38554.04580645378
PLC Wiley,38552.00312390153
"Lee Coleman, Mendoza and",38551.056596619455
"Munoz, Taylor Turner and",38550.9818285798
Copeland-Gomez,38550.70876189439
Landry-Kim,38550.212325222805
Hudson-Smith,38549.0968777133
Wu and Sons,38547.82669995477
Glover-Rogers,38547.35789566942
and Watts Sons,38547.3496460332
Carey-Stone,38545.33041696331
"and Ramirez, May Golden",38543.93741349528
"Ruiz, Kennedy and Spencer",38542.878461781234
PLC Calhoun,38542.8311972087
Patton-Hall,38541.99112103992
"Vega and Robinson Steele,",38540.81491812447
"Scott Mcintyre, and Scott",38540.22996165519
"Tucker and Schroeder Nunez,",38538.931878330586
"Keller Mendoza, and Green",38538.74020246683
"and Schroeder, Hill Erickson",38538.52197896453
"Conrad and Lucas, Melton",38537.691897426645
"and Carter, Copeland Santos",38537.28501305953
Hernandez-Carey,38536.76271080253
"and Hall Ayala Rubio,",38536.18902529811
"and Robertson Hernandez, Bridges",38535.71661448468
"and Moore Hughes, White",38533.34629525898
"Fox, Murphy Parker and",38533.12628558485
"Garcia Becker, Morrison and",38533.07858434638
Harvey-Nichols,38531.27415133725
Wade-Sellers,38530.60088303686
Washington-Baker,38525.77484397713
Carter-Morrow,38524.20890967692
Wilson-Holmes,38521.61162535621
Garcia-Murphy,38518.053530785626
"and Mata Glenn, Smith",38514.83486443817
Stout-Mack,38512.76310634632
and Mcneil Sons,38512.129174412534
Fernandez Inc,38508.71050995396
Aguilar-Conley,38508.56458590128
Carroll-Hardy,38507.46803432291
Torres-Garrison,38506.73871826047
"Murray James Maldonado, and",38504.75755022214
Vang-Carroll,38503.84284442487
Hancock-Hernandez,38502.18207195292
"Jones Holmes Lane, and",38501.66393560434
"and Hernandez, Smith Snyder",38499.796228276056
Rangel-Martinez,38498.70380577372
"Mcknight Perry Rivera, and",38497.7418379952
Patrick-Reilly,38497.1899424276
"Scott and Bell, Parker",38495.59078196317
LLC Morales,38494.80390986003
Bradley-Miller,38492.33339245286
Chen-Jackson,38492.060740222885
Steele-Kim,38491.20916943066
Dunn-Fisher,38489.502007849005
"and Brown Carlson, Mcintosh",38488.181996308966
Mcguire Ltd,38487.90480493981
Williams-Reed,38487.71703721671
Rocha-Hendricks,38484.59456436403
"and Smith Johnson, Clayton",38479.75842794884
Cunningham-Li,38479.56003734644
"and Williams, Hoover Maldonado",38476.00767300936
"Cordova and Flores Carson,",38473.07808206631
Serrano-Robertson,38473.00745872139
"and Sweeney Moore Jackson,",38472.25314136336
"Higgins and Lopez, Turner",38472.16845571688
"Smith, Richardson and Stewart",38471.80227921058
Meyers-Jenkins,38471.76940095221
"Fisher, and Johnson Mueller",38470.68829185922
"Cunningham, Thomas Wilkinson and",38467.21862609014
Newman-Barrera,38466.64776813149
"Horne, Butler and Mcgee",38465.56515050087
"and Mitchell, Yang Garner",38465.47741962715
"Cochran and Castillo Marshall,",38463.80715375297
"Keller, Johnston Glover and",38460.68506313046
"and Garner, Thomas Hartman",38459.37609336854
"Powell and Byrd, Mcclure",38456.35537608143
"Barnett Bass, Pacheco and",38455.99724188054
LLC Stokes,38455.68733268471
Castillo-Walsh,38454.894915608646
"Wilkerson and Figueroa, Whitehead",38454.580253483226
"Vasquez and Smith, Owens",38453.742913409325
Wright-Chapman,38451.539006061874
"Ellis Howell, Mayer and",38449.51833159891
Velez-Sanders,38448.19271275489
"and Davenport, Olsen Flores",38445.83474972378
"Lozano Collins, Ross and",38442.16199654227
"and Johnson, Bird Clark",38441.18409212121
Robinson-Ritter,38440.92706817124
Gentry Ltd,38439.88654751507
Simon-Austin,38437.76510922841
LLC Spears,38435.44775670372
Santiago-Sloan,38435.4350781921
"Perez, Knight Allen and",38434.86772169185
"and Scott, Ryan King",38434.58235126276
"Hensley, Mclean and Williams",38433.898447314976
Sons and Sanford,38432.80378287139
"Gomez, Miller Johnson and",38429.57811812973
Nunez-King,38427.80051845533
Washington-Holden,38426.23333465153
"Booker Macias and Fisher,",38425.07715068202
"Boone Krueger Dudley, and",38421.99050409074
Kent-Holmes,38421.28708130088
Adkins-Cantu,38421.23731954554
Velazquez-Ross,38416.36076485851
Lindsey Group,38413.28910970938
Herrera-Rivera,38412.800633000894
Nichols-Fernandez,38412.23052518138
"Hill, and Pope Rodriguez",38411.14672067362
"Reese and Charles, Knight",38407.9611320429
"Smith Morales, Shaw and",38406.45778154012
"Lewis Floyd Nguyen, and",38405.82772541267
Hernandez-Gordon,38404.48741859626
"Green, and George Jackson",38403.90105704513
Hamilton and Sons,38403.576578283406
Marquez-Santiago,38403.01105645475
"Fischer and Sims Garcia,",38402.93726809928
"Hernandez, and Lee Carr",38401.3881702896
Riggs-Sellers,38399.39931699448
"George Vasquez, Russell and",38397.83384919155
"Gonzales, and Melton Ashley",38397.28661261441
"Morton, Wise Mitchell and",38397.00625228893
"Allen and Moore Holmes,",38385.72801169104
"Holt, Cox and Martin",38381.27156103856
"and Tran Rhodes, Kelly",38380.15202280235
Inc Becker,38379.831396388254
Schmidt-Chapman,38378.51262529436
Harrison-Nielsen,38378.082140847626
Bennett-Vang,38376.787490138355
Sons and Alexander,38376.63384055108
and Robertson Sons,38375.70548233087
PLC Wheeler,38374.77664682134
Parker-Roth,38373.91024807956
"Booker Smith, Harrison and",38373.76279689268
Wallace-Mcclain,38371.01182372682
LLC Zavala,38369.88844631707
Frank-Mccann,38368.50760605474
Ltd Wood,38366.47660964295
"Peterson Murphy Mcbride, and",38364.03881158274
Brooks and Sons,38363.948060260045
Stevenson-Chen,38363.26126897195
PLC Dominguez,38363.22093268217
"Torres, Martin Bell and",38361.09983960014
"Fisher, Barrett Peterson and",38360.381281490176
Collins-Stone,38359.69089960321
Sons and Bowers,38357.569072357015
Stephens-Watts,38357.43895687993
Hill-Mason,38355.71163885171
Harding-Bush,38354.78588034896
Torres Ltd,38354.33448851108
"Douglas Mcdaniel and Pace,",38351.57591059622
"Hunter and Martin Perkins,",38351.26275552345
"and Hall, Henderson Johnson",38346.75247592212
"Holt, Miller and Wilson",38341.038440558055
Levy Group,38340.97028614418
Houston-Thomas,38340.441450686645
Williams-Green,38333.18814129271
"Smith Martinez, Munoz and",38329.80654949842
Ewing Sons and,38329.35242439861
"Smith, Lowe Valenzuela and",38326.77333889605
PLC Estrada,38318.76680066458
Wright-Kelly,38315.552465571294
Spence Sons and,38313.83662055559
"Griffin and Dickerson, Ramos",38312.50735482071
Howe LLC,38311.68677445637
Hardy-Patel,38310.52861414869
Clay-Doyle,38308.50145266034
"and Castillo Golden Hall,",38308.34275355948
"and Johnson Cross, Mitchell",38303.32245750288
Wilson-Young,38302.585736542525
"and Warner, Morgan Jones",38301.94242028249
"Hart Bell Koch, and",38301.682351152485
"Waters, Boyd Anderson and",38298.20186919414
Rivera-Ramirez,38297.45984654286
Richards LLC,38296.56542768334
"Hampton Fox and Sanchez,",38296.42002210001
"Barber, Rojas Carlson and",38295.96283989009
Terrell-Webb,38293.56322140174
Edwards-Joyce,38292.05504490546
Jones-Martin,38287.75371754957
Ward-Cox,38286.959908345845
"Walker, Silva Tran and",38286.04023463631
Newman Inc,38285.98554574095
"Jensen, Mcguire and Brown",38285.18251704426
Bernard-Flores,38282.318172781415
"and Ibarra Lutz Shields,",38281.9054557308
Landry-Sherman,38281.40845021014
Bell and Sons,38280.44210965894
"Banks Marks and Gordon,",38280.42704943519
Wilson-Holland,38276.55755082776
Holt-Thomas,38275.78217849501
"and Klein Phillips Obrien,",38275.70676928697
"Jennings Jensen and Waters,",38273.06968933742
Cook-Gibson,38272.34807843526
"and Moore, Logan Patel",38271.84140560044
"and Miller Montoya, Small",38270.2696745062
"Moore, Mendez Carter and",38267.89508097016
"Smith, Sanchez Zuniga and",38265.07384812754
"Elliott and Evans Stevens,",38259.97423759927
Romero-Hart,38259.17573341228
"Holmes and Duncan Fernandez,",38258.67968626528
Gray-Rios,38257.26497635963
Rollins-Peterson,38256.99453494195
Spears-Drake,38255.65277667197
Ltd Logan,38254.12616239302
and Sons Ferguson,38253.2926067989
Berry-Gonzales,38251.68608159162
"Norton Rice, Lester and",38250.88500074088
"Fisher Perez and Sullivan,",38250.33261757016
"and Martinez, Davis Luna",38250.25237724481
"and Underwood Humphrey Vasquez,",38249.545797507024
"Michael, Carter Nguyen and",38245.06130699871
Edwards-Johnson,38244.86367982848
"and Jones Sherman, Miller",38242.48652419889
"and Miller, Murphy Taylor",38242.2063040017
"Horne, Jones and Nguyen",38241.53942713844
"Jackson Davis, and Cherry",38239.29486766026
Inc Payne,38237.913143796606
"Perez Bailey, and Fitzgerald",38236.6345121222
Vega LLC,38232.91457909586
"Crawford Rhodes, Cruz and",38230.53692139751
Grant-Marsh,38229.23142419365
Porter-Martin,38229.2279569771
"Burgess Rogers, and Wise",38228.39458663678
Davis-Crawford,38228.39448850828
"Horton Lee and Perry,",38227.45039911011
Group Waters,38225.655270165415
Sons and Watkins,38225.14791719864
"and Bullock, Cantu Wyatt",38224.89076222467
Gardner-Humphrey,38224.49855144784
"Solomon Smith, Moore and",38223.44711788784
LLC Mahoney,38223.05843281461
Anderson-Tate,38222.71526488649
Kemp Inc,38221.82604721429
"Sanders Schultz, and Acosta",38221.6701673318
"and Padilla Johnson Nguyen,",38221.54554993978
Monroe Inc,38221.055884330875
"Cunningham Perez, Ortiz and",38220.29298556798
"Brown, and Barnett Osborn",38220.21474833536
Bass-Armstrong,38218.7830899459
"King, Vaughn Cantrell and",38218.53919298924
Anderson-Duncan,38218.04379563476
Garner-Flores,38217.624455837824
LLC Daniel,38216.432936630656
"Wu, and Garcia Edwards",38216.12598754086
Meyers LLC,38214.922588200745
Young-Logan,38213.43821157515
"Solis Armstrong, Garrison and",38212.93728218885
"Beasley, Osborn Rodriguez and",38211.92399048867
"and Sanchez, Ford Ryan",38211.266465827845
Mclaughlin-Stevenson,38210.978869424594
Zamora-Rivers,38210.96495303578
Turner and Sons,38210.068739954986
Wright-Stafford,38209.0036228277
Jones-Moore,38203.8341050179
"Herrera Pearson Collins, and",38201.26470108824
Chandler-Bennett,38201.141076092215
Bailey-Peterson,38200.54473746361
"Jones Williams Walker, and",38200.29186803123
Flores-Herrera,38199.95695232358
Chan Ltd,38199.733739685675
"and Blair, Weiss Brooks",38195.7108856153
"Morrison Zimmerman, and Graves",38194.35222096054
Wallace-Lambert,38193.89806527559
Owen-Williams,38192.5788943237
Hill-Bennett,38191.56287979526
Li-Bowman,38187.1377787164
"Henry and Smith Riley,",38186.483720569246
"Jackson Hartman Brooks, and",38186.15987379063
Neal-Brown,38186.13594767067
Velasquez-Parrish,38186.01676181272
"Hill Kelley, and Dixon",38185.39073591921
Griffin-Foster,38185.385902106966
Christensen-Carter,38185.2013439524
and Sons Kidd,38182.8222373049
Ross LLC,38181.233958482815
"Bryan, and Cook Patrick",38174.67940908466
Lindsey-Harrington,38174.50501315266
Gordon-Ward,38172.75394864436
Villanueva Group,38171.61132165101
Cunningham-Gonzales,38168.41281818095
"Brown and Jimenez, Russo",38167.90205298968
Hurley-Roach,38163.12692412385
Bell-Hernandez,38160.7448684728
"and Hernandez Cook Wilson,",38158.85023392176
"Cunningham, Moreno Wilson and",38158.00970093013
Sanchez-Adams,38157.779638461885
Mueller-Gentry,38156.87324474044
"Smith, Molina Frye and",38153.21973058481
Rodriguez-Vincent,38152.22092922583
Waller-Gross,38151.223510583935
"and Yoder Peterson, Nunez",38148.56966280565
"Travis, Brewer Wise and",38148.318504177776
"and Alvarez, Perkins Russell",38147.79978582598
Nicholson-Perez,38146.99968675789
"Wong, Neal Miller and",38146.48977676164
Frey Ltd,38146.04079272983
"and Anderson Boyd, Hardy",38145.31535006545
"and Myers, Lopez Perkins",38142.59175264722
Cowan Inc,38142.10967805347
Bailey-Richmond,38140.15922290844
Sanchez-Diaz,38139.74205901666
Daniels-Higgins,38138.429061353934
"Garcia Duncan Peters, and",38136.61348322598
Montgomery-Spears,38135.99417010266
PLC Norman,38134.95588441324
Velazquez PLC,38130.507857248645
Chapman-Hale,38127.65710434267
"and Gibbs, Reese Hamilton",38126.97388263929
"and Taylor Murillo Estrada,",38126.71026839612
Bowen-Crosby,38125.20583538279
"Lopez and Montes Neal,",38124.815937764826
"Jimenez, Green and Wright",38122.9289944303
Mejia-Haney,38122.78358519189
Middleton-Miles,38119.652783018384
"Smith, Arroyo Warner and",38118.28338545978
"and Brown Blanchard Greer,",38116.70911716403
Padilla-Weiss,38116.616447082975
Nelson-Ray,38114.51634798756
"Mcclain Woodward and Jarvis,",38114.01637166561
Torres-Jackson,38113.742903326034
Hunter-Russell,38113.73085403245
"Houston and Davis, White",38110.10295531699
Sons and Barrera,38105.352155132685
Terry Group,38103.2194923936
"Perry, Wilson and Lee",38101.95568415493
Ltd Baird,38101.859626222766
"and Nelson Blake, Gutierrez",38101.625596836326
Garner-Wheeler,38100.87333253774
"Hahn Gonzalez, Smith and",38098.39696221474
"and Lopez Cross, Marshall",38098.04064228618
Ayers-Hess,38097.62398486912
"Villarreal Jordan and Sanchez,",38095.44515751064
"Flores Dean and Hall,",38094.56954814873
Bell-Gonzales,38092.86194334595
"Carney Gutierrez Smith, and",38092.85660792898
Valencia-Moreno,38090.16420006527
Carter-Mayer,38089.3661767217
Gillespie-Lowe,38087.72809322353
Mcpherson-Bryant,38087.63071688231
"Brown, Jones Hoover and",38086.777896914326
"Johnson Perry, Ferguson and",38086.6523255458
Phelps PLC,38086.23066133515
Sharp-Willis,38084.54615541356
Jenkins Sons and,38084.095685486216
"and Davis Blankenship Mcdowell,",38082.47457089561
Foster-Chase,38081.612516010166
Clements-Ortega,38080.93466961482
"Miles and Cummings, Travis",38076.640696581446
Mora PLC,38076.603189252775
Weaver LLC,38076.52204826754
"Ware Mendez, Hamilton and",38074.98903397291
"Mata, Brown and Miles",38074.69484984307
Dudley-Rodriguez,38073.01360000397
"Allen and Kelly Garrett,",38072.72191134553
Hernandez-Holland,38069.17944538139
"and Garcia, Martinez Mason",38068.71846321117
Watkins Group,38066.14461376718
Ruiz-Hunt,38064.17381702872
Palmer-Barnett,38059.754269199686
"Carlson Austin, Smith and",38059.54566719842
Johnson-Shaw,38056.66717496284
Robinson-Allen,38056.00453639738
Porter Group,38056.00210197488
Carr-Romero,38053.73193778607
Allen-Wilson,38052.13195949273
Abbott Inc,38052.04191741927
"and Williams Davis, Fernandez",38049.9865219059
Strong-Stokes,38048.4269503665
Johns-Long,38047.77569799851
Love-Harris,38042.31794898365
"Patel Robertson Harmon, and",38041.39198438273
"Rollins, Vaughn and Carter",38040.45813337274
"Clark and Hammond Fitzgerald,",38039.60581310299
Davis-Stokes,38038.86179090931
"Meyer Pierce, and Lindsey",38037.98827995727
Riggs-Gomez,38037.93546742242
Scott-Jackson,38036.29015416136
Olsen Ltd,38033.30691275886
"Gonzalez Wong, and Peterson",38032.297752939485
Davidson-Moore,38031.90931578401
Harmon-Lin,38030.46145400134
"Thomas Harvey and Brown,",38029.94678336785
Inc Herring,38029.82977300211
"Smith, Rodriguez Cohen and",38029.76717117329
"and Gonzalez Smith, Arnold",38026.85302119365
Davenport-Simpson,38025.74790759397
"and Walters Huff Reed,",38024.35797390549
"Lopez Carter and Campos,",38023.74212491781
"Powers Padilla, and Le",38022.29645723545
"and Ferguson, Barry Brown",38019.96599119058
Noble-Mullen,38016.72060153928
"Gregory, Myers and Martin",38014.73738658835
Espinoza-Smith,38014.03327622506
"and Moore, Hunt Allen",38010.54357779681
"and Vega Peterson James,",38008.720995091855
"and Murphy, Reed Stevens",38008.48469877384
Hawkins-Parker,38008.47075307767
Jordan-Franklin,38007.94499731591
"and Mitchell, Elliott Ali",38006.3003190064
Ltd Parker,38005.54506499888
"Harper Jackson Jordan, and",38005.43352898776
"Martinez, Thomas Avery and",38005.37284990297
Montgomery-Davis,38003.68645936754
Group Noble,37998.47192410056
Davidson-Martin,37998.124689773234
"and Smith, White Lawson",37995.43231558029
"Campbell, Brewer Hunter and",37994.77616729503
"Rogers, Kennedy and Adams",37993.46185999082
"Velez Mitchell, Ramirez and",37993.38861352338
Hunter-Schultz,37993.12498468246
Stein-Olson,37993.08313932106
